URL,Product Name,Reference Number,Energy Label,Rating,Rating Count,Price,Taille,Design,Résolution,Le saviez vous ?,Définition,Type de dalle,OLED,Idéal pour,Format,Webcam intégrée,Angle de courbure,Courbure,Modèle,Temps de réponse,Le saviez vous ?,Fréquence de balayage,L'intêret de la fréquence de balayage,Luminosité,Information sur la luminosité,Contraste,Angle de vue (en degré),Technologie,Le + de la technologie,HDR,HDMI 2.1,DisplayPort,USB-C,Sortie casque,MICRO HDMI 2.1,Anti reflets,Filtre lumière bleue,Haut-parleurs intégrés,Découvrez nos enceintes,Ecran inclinable,Ecran pivotable en mode portrait,Pied(s) ajustable(s),Norme VESA,Le saviez-vous ?,Pied ajustable,Le saviez vous,Energie label,Consommation en fonctionnement,Consommation en fonctionnement HDR x 1000 h,Dimensions sans pied L x h x p,Dimensions avec pied L x h x p,Poids avec pied,Poids sans pied,Fabriqué en,Garantie,Disponibilité des pièces détachées (données fournisseur),Référence constructeur,Marque
"https://www.boulanger.com/ref/1200963","Ecran PC Iiyama PROLITE XUB2792HSU-B6 Plat 27'' IPS","1200963","E","Unknown","0","169,99","27" (69 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","0,4 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1300","178 °","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Non","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","2 x 2 Watts","Unknown","Oui","Oui","oui permet de régler la hauteur de l'écran","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","17 kWh","Unknown","61.25 x 36.7 x 4.95 cm","NC x 39.4 x 20.95 cm","5,70 Kg","Unknown","Chine","2 ans","Pendant 5 ans, à compter de la date d'achat","PROLITE XUB2792HSU-B6 Plat 27'' IPS","IIYAMA"
"https://www.boulanger.com/ref/1205388","Ecran PC Gamer Msi G255F Plat 25","1205388","E","4,6/5","8","119,99","25" (62 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","Fast IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","180 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","300 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","Adaptive-Sync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","Unknown","Unknown","1","Unknown","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","non communiqué","Unknown","Oui","Non","non","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","18 kWh","Unknown","55.7 x 32.7 x 6.7 cm","NC x 42 x 22 cm","3,24 Kg","2,87 Kg","Chine","2 ans","Pas de pièce disponible","Optix G255F Plat 25 Fast IPS","MSI"
"https://www.boulanger.com/ref/1206279","Ecran PC Lg 27MS550-B Plat 27'' IPS","1206279","E","4,8/5","9","139,99","27" (69 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Unknown","Unknown","Unknown","Unknown","5 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","2 x 2 Watts","Unknown","Oui","Non","oui permet de régler la hauteur de l'écran","75 x 75 mm","La norme d'interface VESA est la distance entre les 2 ou 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","20 kWh","Unknown","61.2 x 5.6 x 36.3 cm","NC x 21.9 x 49.2 cm","3,90 Kg","3,10 Kg","Chine","2 ans","Non concerné","27MS550-B Plat 27'' IPS","LG"
"https://www.boulanger.com/ref/1189779","Ecran PC Gamer Samsung ODYSSEY G4 G400 Plat 27'' IPS","1189779","E","4,7/5","17","199,99","27" (68 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Unknown","Unknown","Unknown","Samsung Odyssey G4","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","240 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","400 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","Nvidia G-Sync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","oui, la technologie HDR permet à un écran d'afficher plus de couleurs et de contrastes.","Unknown","1","Unknown","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Oui","oui permet de régler la hauteur de l'écran","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","21 kWh","Unknown","61.5 x 37.7 x 8.5 cm","NC x 57.1 x 24.5 cm","5,30 Kg","Unknown","Chine","2 ans","Pendant 5 ans, à compter de la date d'achat","ODYSSEY G4 G400 Plat 27'' IPS","SAMSUNG"
"https://www.boulanger.com/ref/1188914","Ecran PC Gamer Samsung ODYSSEY G5 G55T Incurvé 34'' VA","1188914","G","4,1/5","28","299,99","34" (86 cm)","écran incurvé","3440 x 1440 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","WQHD","VA","Unknown","Unknown","21/9, offre 1/3 d'espace supplémentaire à l'écran, et permet d'afficher plusieurs fenêtres","Unknown","1000R","Un écran incurvé peut proposer une courbure accentuée ou large et le chiffre terminé par la lettre R correspond à son angle de courbure, mesuré en millimètres","Samsung Odyssey G5","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","165 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","2500","178 °","AMD FreeSync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","oui, la technologie HDR permet à un écran d'afficher plus de couleurs et de contrastes.","Unknown","1","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Non","oui permet de régler la hauteur et l'inclinaison de l'écran","75 x 75 mm","La norme d'interface VESA est la distance entre les 2 ou 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","G","32 kWh","Unknown","80.66 x 38.09 x 15.27 cm","NC x 47.53 x 27.26 cm","5,60 Kg","Unknown","Chine","3 ans","Pendant 5 ans, à compter de la date d'achat","ODYSSEY G5 G55T Incurvé 34'' VA","SAMSUNG"
"https://www.boulanger.com/ref/1200574","Ecran PC Medion MD20150 Plat 22'' IPS","1200574","E","4,4/5","9","74,99","22" (55 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Unknown","Unknown","Unknown","Unknown","14 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","75 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Non","Non","non","75 x 75 mm","La norme d'interface VESA est la distance entre les 2 ou 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","15 kWh","Unknown","10.7 x 35.9 x 54.9 cm","NC x 35.9 x 54.9 cm","1,98 Kg","Unknown","Chine","2 ans","Pendant 2 ans, à compter de la date fin de fabrication","MD20150 Plat 22'' IPS","MEDION"
"https://www.boulanger.com/ref/9000654580","Ecran PC Msi PRO MP2412 24'' VA","9000654580
           - 1219023","E","Unknown","0","89,99","24" (60 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","VA","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","300 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","4000","178 °","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Non","non","Unknown","Unknown","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","18 kWh","Unknown","54.19 x 32.22 x 5.14 cm","NC x 54.19 x 18.2 cm","2,90 Kg","2,50 Kg","Chine","2 ans","Pas de pièce disponible","PRO MP2412 24'' VA","MSI"
"https://www.boulanger.com/ref/8011324","Ecran PC Essentielb PIXEL VIEW Plat 21'' VA","8011324","E","4,3/5","3","79,99","21" (54 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","VA","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","5 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","3000","178 °","Adaptive-Sync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","Unknown","Unknown","Unknown","Unknown","Oui","Unknown","Non","non","pas de haut-parleur intégré","cliquez ici","Oui","Non","non","75 x 75 mm","La norme d'interface VESA est la distance entre les 2 ou 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","13 kWh","Unknown","38.6 x NC x NC cm","NC x 49.4 x 18.1 cm","2,40 Kg","Unknown","Chine","2 ans","Pendant 2 ans, à compter de la date d'achat","PIXEL VIEW Plat 21'' VA","ESSENTIELB"
"https://www.boulanger.com/ref/8011061","Ecran PC Gamer Skillkorp M27 Plat 27'' Plat Fast IPS","8011061","F","4,8/5","20","199,99","27" (69 cm)","écran plat","2560 x 1440 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","QHD","Fast IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Unknown","Unknown","Unknown","Unknown","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","180 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","350 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","AMD FreeSync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","oui, la technologie HDR permet à un écran d'afficher plus de couleurs et de contrastes.","Unknown","2","Unknown","Oui","Unknown","Oui","non","non communiqué","Unknown","Oui","Non","oui permet de régler la hauteur de l'écran","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","F","26 kWh","Unknown","62 x NC x NC cm","NC x 52 x 29 cm","7,40 Kg","Unknown","Chine","2 ans","Pendant 2 ans, à compter de la date d'achat","M27 Plat 27'' Plat Fast IPS","SKILLKORP"
"https://www.boulanger.com/ref/1219186","Ecran PC Msi PRO MP271A 27'' IPS","1219186","E","1,5/5","2","89,99","27" (69 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","300 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","Adaptive-Sync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","Unknown","Unknown","1","Unknown","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","2 x 2 Watts","Unknown","Oui","Oui","non","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","20 kWh","Unknown","61.26 x 36.71 x 4.88 cm","NC x 45.68 x 21.97 cm","3,90 Kg","3,30 Kg","Chine","2 ans","Pas de pièce disponible","PRO MP271A 27'' IPS","MSI"
"https://www.boulanger.com/ref/1199917","Ecran PC Gamer Samsung ODYSSEY G5 G50D Plat 27'' IPS","1199917","F","4,3/5","6","219,99","27" (68 cm)","écran plat","2560 x 1440 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","QHD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Unknown","Unknown","Unknown","Samsung Odyssey G5","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","180 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","350 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","AMD FreeSync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","oui, la technologie HDR permet à un écran d'afficher plus de couleurs et de contrastes.","Unknown","1","Unknown","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Oui","oui permet de régler la hauteur de l'écran","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","F","26 kWh","Unknown","36.2 x 70 x 36.2 cm","NC x 55.2 x 26.4 cm","6,40 Kg","Unknown","Chine","3 ans","Pendant 5 ans, à compter de la date d'achat","ODYSSEY G5 G50D Plat 27'' IPS","SAMSUNG"
"https://www.boulanger.com/ref/1205696","Ecran PC Asus VU249CFE-B","1205696","C","4,4/5","12","129,99","24" (61 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1300","178 °","Unknown","Unknown","Unknown","Unknown","Unknown","1","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Non","oui permet de régler la hauteur de l'écran","Unknown","Unknown","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","C","12 kWh","Unknown","53.9 x 32.2 x 18.9 cm","NC x 44.3 x 18.9 cm","4,00 Kg","3,50 Kg","Chine","2 ans","Pas de pièce disponible","VU249CFE-B","ASUS"
"https://www.boulanger.com/ref/1205978","Ecran PC Gamer Samsung ODYSSEY G30D 24'' 180Hz","1205978","E","4,8/5","5","139,99","24" (61 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","VA","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Samsung Odyssey G3","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","180 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","3000","178 °","Unknown","Unknown","Unknown","Unknown","1","Unknown","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Oui","oui permet de régler la hauteur de l'écran","Unknown","Unknown","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","17 kWh","Unknown","54.4 x 33.33 x 9.2 cm","NC x 49.87 x 23.42 cm","3,90 Kg","2,40 Kg","Chine","2 ans","Pendant 5 ans, à compter de la date d'achat","ODYSSEY G30D 24'' 180Hz","SAMSUNG"
"https://www.boulanger.com/ref/1216964","Ecran PC Gamer Iiyama G MASTER G2245HSU-B2 22'' IPS","1216964","E","Unknown","0","84,99","21" (55 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","300 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1000","178 °","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","2 x 2 Watts","Unknown","Oui","Non","non","Unknown","Unknown","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","15 kWh","Unknown","49.2 x 28.8 x 4.7 cm","NC x 40 x 19.2 cm","2,60 Kg","2,20 Kg","Chine","2 ans","Pendant 3 ans, à compter de la date d'achat","G MASTER G2245HSU-B2 22'' IPS","IIYAMA"
"https://www.boulanger.com/ref/8011337","Ecran PC Essentielb Pixel view Plat 24'' VA 2025","8011337","E","4,5/5","8","89,99","24" (60 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","VA","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","5 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","300 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","4000","178 °","Non concerné","Unknown","oui, la technologie HDR permet à un écran d'afficher plus de couleurs et de contrastes.","Unknown","Unknown","Unknown","Oui","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","2 x 2 Watts","Unknown","Non","Non","non","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","18 kWh","Unknown","32 x NC x NC cm","NC x 54 x 42 cm","2,80 Kg","Unknown","Chine","2 ans","Pendant 2 ans, à compter de la date d'achat","Pixel view Plat 24'' VA 2025","ESSENTIELB"
"https://www.boulanger.com/ref/1217119","Ecran PC Iiyama PROLITE XU2493HS-B6 24'' Plat IPS","1217119","E","Unknown","0","104,99","24" (61 cm)","écran plat","1920 x 1080 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","Full HD","IPS","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Non","Unknown","Unknown","Unknown","0,5 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","100 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","250 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","1300","178 °","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","2 x 2 Watts","Unknown","Oui","Non","non","Unknown","Unknown","Unknown","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","E","16 kWh","Unknown","53.5 x 32.5 x 3.9 cm","NC x 39.35 x 19 cm","3,00 Kg","2,00 Kg","Chine","2 ans","Pendant 3 ans, à compter de la date d'achat","PROLITE XU2493HS-B6 24'' Plat IPS","IIYAMA"
"https://www.boulanger.com/ref/1195171","Ecran PC Gamer Samsung ODYSSEY G5 G51A Plat 32'' VA","1195171","F","4,6/5","14","199,99","32" (80 cm)","écran plat","2560 x 1440 pixels","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","QHD","VA","Unknown","Unknown","16/9, le plus courant et convient à toutes les situations","Unknown","Unknown","Unknown","Samsung Odyssey G5","1 ms","Plus le temps de réponse est bas, plus votre écran passera d'une image à une autre rapidement","165 Hz","permet d'obtenir un meilleur confort visuel. Plus cette valeur est élevée, meilleure l'image sera car elle sera moins saccadée.","300 cd/m²","exprimée en candela par mètre carré (cd/m2), plus cette valeur est élevée, plus l'affichage est lumineux et visible","3000","178 °","AMD FreeSync","permet à l'écran et à la carte graphique de l'ordinateur de se synchroniser","oui, la technologie HDR permet à un écran d'afficher plus de couleurs et de contrastes.","Unknown","1","Unknown","Unknown","Unknown","Oui","oui, permet de réduire la lumière néfaste pour les yeux sur le long terme et être moins fatigué","pas de haut-parleur intégré","cliquez ici","Oui","Oui","oui permet de régler la hauteur et l'inclinaison de l'écran","100 x 100 mm","La norme d'interface VESA est la distance entre les 4 trous de fixation à l'arrière du moniteur (distance horizontale x distance verticale). Cette norme est utilisée pour la fixation de téléviseurs et d'autres écrans sur un support mural ou un pied.","Oui","Boulanger se base sur une moyenne du coût unitaire de 0,2062 €/ KWh pour l'électricité au tarif bleu EDF d'un contrat de 6kVa ( tarifs au 1 mars 2023)","F","29 kWh","Unknown","71.92 x 43.48 x 9.37 cm","NC x 59.74 x 24.88 cm","6,20 Kg","Unknown","Chine","2 ans","Pendant 5 ans, à compter de la date d'achat","ODYSSEY G5 G51A Plat 32'' VA","SAMSUNG"
